Unnamed: 0.1,Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Category,Clean_Text,Date
235," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",serenity,2020-04-12 19:30:00,Twitter,"['serenity', 'raindropmelody']",25,50, Canada        ,2020,4,12,19,positive, seeking serenity in the melody of raindrops a tranquil escape from the noise of everyday life ,2020-04-12
236," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",curiosity,2022-05-08 08:45:00,Instagram,"['curiosity', 'seekerofknowledge']",22,45, UK            ,2022,5,8,8,other, curiosity driving the exploration of the unknown a seeker of knowledge in uncharted territories ,2022-05-08
237," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",indifference,2023-02-22 17:00:00,Facebook,"['indifference', 'driftingthroughlife']",9,18, India         ,2023,2,22,17,neutral, drifting through the day with an air of nonchalance indifferent to the trivialities of life ,2023-02-22
238," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",confusion,2020-06-05 12:15:00,Twitter,"['confusion', 'labyrinthofthoughts']",14,28, Australia    ,2020,6,5,12,neutral, lost in the labyrinth of thoughts confusion casting shadows on the quest for clarity ,2020-06-05
239," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",numbness,2021-11-30 15:30:00,Instagram,"['numbness', 'emotionalstorms']",10,20, Canada        ,2021,11,30,15,neutral, wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence ,2021-11-30
240," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",melancholy,2019-02-25 21:00:00,Facebook,"['melancholy', 'wistfulyearning']",13,26, UK            ,2019,2,25,21,neutral, melancholy as a companion painting the canvas of life with the brushstrokes of wistful yearning ,2019-02-25
241," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",nostalgia,2017-05-18 14:45:00,Twitter,"['nostalgia', 'photoalbumstories']",12,25, USA          ,2017,5,18,14,neutral, leafing through the pages of an old photo album nostalgia weaving tales of laughter and tears ,2017-05-18
242," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",ambivalence,2022-08-05 11:30:00,Instagram,"['ambivalence', 'crossroadsconfusion']",15,30, Canada        ,2022,8,5,11,neutral, ambivalence in the air caught between the crossroads of conflicting emotions and decisions ,2022-08-05
243," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",acceptance,2023-06-15 16:20:00,Facebook,"['acceptance', 'unpredictableart']",18,36, Australia    ,2023,6,15,16,positive, embracing the beauty in imperfections finding acceptance in the mosaic of lifes unpredictable art ,2023-06-15
244," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",determination,2021-10-10 14:45:00,Twitter,"['determination', 'sculptingdreams']",20,40, UK            ,2021,10,10,14,neutral, determination ablaze forging a path through challenges sculpting dreams into tangible realities ,2021-10-10
245," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",serenity,2020-05-12 19:30:00,Instagram,"['serenity', 'moonlitpeace']",25,50, USA          ,2020,5,12,19,positive, immerse in the serenity of a moonlit night where the quiet whispers of nature bring peace to the soul ,2020-05-12
246," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",curiosity,2022-12-01 09:15:00,Facebook,"['curiosity', 'fearlessexplorer']",22,44, India         ,2022,12,1,9,other, fueled by curiosity venturing into uncharted realms a fearless explorer of the mysteries of the world ,2022-12-01
247,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",numbness,2021-11-30 15:30:00,Instagram,"['numbness', 'emotionalstorms']",10,20, Canada ,2021,11,30,15,neutral,wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence ,2021-11-30
248," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",zest,2018-07-12 17:45:00,Twitter,"['zest', 'carefreespirit']",15,30, USA ,2018,7,12,17,positive, dancing through life with the exuberance of a carefree spirit embracing joy and zest at every turn ,2018-07-12
249," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",contentment,2020-09-05 20:10:00,Facebook,"['contentment', 'goldenglow']",18,36, Australia ,2020,9,5,20,positive, basking in the golden glow of contentment a serene river flowing through the landscape of the heart ,2020-09-05
250," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",hopeful,2022-04-18 08:00:00,Instagram,"['hopeful', 'canvasofdreams']",12,24, India ,2022,4,18,8,positive, gazing towards the horizon with hopeful eyes painting a canvas of dreams illuminated by the sun of optimism ,2022-04-18
251," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",proud,2019-12-10 12:20:00,Twitter,"['proud', 'branchesofachievement']",25,50, Canada ,2019,12,10,12,positive, standing tall proud as an oak the branches of achievement reaching towards the sky of accomplishment ,2019-12-10
252," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",grateful,2023-02-28 09:45:00,Facebook,"['grateful', 'blossomingconnection']",20,40, USA ,2023,2,28,9,positive, a heart overflowing with gratitude a garden where appreciation blooms in the soil of kindness and connection ,2023-02-28
253," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",empathetic,2018-04-03 14:15:00,Instagram,"['empathetic', 'tapestryofunderstanding']",15,30, UK ,2018,4,3,14,positive, extending a hand empathetic threads weaving a tapestry of understanding embracing the joys and sorrows of others ,2018-04-03
254," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",compassionate,2022-06-20 10:30:00,Twitter,"['compassionate', 'showerofempathy']",18,36, Australia ,2022,6,20,10,positive, compassionate clouds heavy with care showering empathy on the parched grounds of human suffering ,2022-06-20
255," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",playful,2020-07-08 18:00:00,Facebook,"['playful', 'danceintherain']",22,44, Canada ,2020,7,8,18,positive, playfully dancing in the rain of laughter a whimsical spirit twirling in the puddles of joy and lightheartedness ,2020-07-08
256," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",free-spirited,2021-08-15 11:10:00,Instagram,"['freespirit', 'paintingthesky']",20,40, India ,2021,8,15,11,positive, soaring on the wings of a free spirit unburdened by the chains of conformity painting the sky with independence ,2021-08-15
257," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",inspired,2019-10-25 16:50:00,Twitter,"['inspired', 'creativephoenix']",15,30, UK ,2019,10,25,16,positive, bathed in the glow of inspiration a creative phoenix rising from the ashes of ordinary thoughts to explore new realms ,2019-10-25
258," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",hopeful,2023-10-05 07:30:00,Facebook,"['hopeful', 'sunriseofpossibilities']",12,24, USA ,2023,10,5,7,positive, navigating the sea of hope sailing towards the sunrise of possibilities confident in the ship of positive anticipation ,2023-10-05
259," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",confident,2022-02-15 13:15:00,Instagram,"['confident', 'footprintsofassuredness']",25,50, Australia ,2022,2,15,13,positive, striding with confidence footprints of selfassuredness imprinted on the sands of challenges conquered and victories claimed ,2022-02-15
260," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",serenity,2021-05-08 22:00:00,Twitter,"['serenity', 'moonlitserenade']",13,26, Canada ,2021,5,8,22,positive, lost in the symphony of the night a moonlit serenade that whispers tales of wanderlust and moonlit dreams ,2021-05-08
261," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",curiosity,2020-11-29 14:45:00,Instagram,"['curiosity', 'labyrinthofquestions']",17,34, USA ,2020,11,29,14,other, unveiling the layers of curiosity a labyrinth of questions leading to the treasure troves of undiscovered knowledge ,2020-11-29
262," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",ambivalence,2019-09-14 10:20:00,Facebook,"['ambivalence', 'autumnwaltz']",14,28, UK ,2019,9,14,10,neutral, in the embrace of the autumn breeze leaves of ambivalence dancing in a waltz between choices and uncertainties ,2019-09-14
263," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",grateful,2022-03-12 19:55:00,Twitter,"['grateful', 'guidingstar']",19,38, Australia ,2022,3,12,19,positive, gratitude as a guiding star navigating the constellation of blessings in the vast universe of lifes precious moments ,2022-03-12
264," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",zest,2023-03-30 16:30:00,Instagram,"['zest', 'fieldsofenthusiasm']",16,32, India ,2023,3,30,16,positive, with a zestful heart sprinting through fields of enthusiasm chasing sunbeams and laughter in the meadows of joy ,2023-03-30
265," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate,2021-07-01 12:10:00,Facebook,"['compassionate', 'tearsofempathy']",21,42, Canada ,2021,7,1,12,positive, a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections ,2021-07-01
266," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proud,2020-01-05 08:45:00,Twitter,"['proud', 'scalingpeaks']",23,46, USA ,2020,1,5,8,positive, proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success ,2020-01-05
267," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",hopeful,2022-07-17 06:15:00,Instagram,"['hopeful', 'seedsofoptimism']",14,28, UK ,2022,7,17,6,positive, embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow ,2022-07-17
268," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful,2018-08-22 17:20:00,Facebook,"['playful', 'carnivalescapade']",24,48, Australia ,2018,8,22,17,positive, a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere ,2018-08-22
269," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",inspired,2021-12-08 14:30:00,Twitter,"['inspired', 'cloudsofcreativity']",18,36, India ,2021,12,8,14,positive, floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams ,2021-12-08
270," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",contentment,2019-04-27 09:50:00,Instagram,"['contentment', 'tranquilwaters']",20,40, Canada ,2019,4,27,9,positive, navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance ,2019-04-27
271," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",empathetic,2023-09-03 21:40:00,Facebook,"['empathetic', 'lanternofcompassion']",16,32, USA ,2023,9,3,21,positive, with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care ,2023-09-03
272," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",free-spirited,2020-06-10 10:05:00,Twitter,"['freespirit', 'wingsofdreams']",22,44, UK ,2020,6,10,10,positive, a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities ,2020-06-10
273," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",grateful,2022-04-01 18:30:00,Instagram,"['grateful', 'goldenhues']",19,38, Australia ,2022,4,1,18,positive, bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart ,2022-04-01
274," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",confident,2021-01-15 13:00:00,Facebook,"['confident', 'danceoflife']",23,46, Canada ,2021,1,15,13,positive, confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace ,2021-01-15
275," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",hopeful,2023-05-06 07:20:00,Twitter,"['hopeful', 'brightertomorrows']",15,30, India ,2023,5,6,7,positive, hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities ,2023-05-06
276," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",playful,2019-11-18 15:15:00,Instagram,"['playful', 'jugglingresponsibilities']",25,50, USA ,2019,11,18,15,positive, playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air ,2019-11-18
277," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",inspired,2020-08-29 20:45:00,Facebook,"['inspired', 'talestothestars']",14,28, UK ,2020,8,29,20,positive, whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination ,2020-08-29
278," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",hopeful,2022-10-30 11:40:00,Twitter,"['hopeful', 'sailorofdreams']",17,34, Australia ,2022,10,30,11,positive, charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored ,2022-10-30
279," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate,2021-07-01 12:10:00,Instagram,"['compassionate', 'tearsofempathy']",21,42, Canada ,2021,7,1,12,positive, a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections ,2021-07-01
280," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proud,2020-01-05 08:45:00,Twitter,"['proud', 'scalingpeaks']",23,46, USA ,2020,1,5,8,positive, proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success ,2020-01-05
281," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",hopeful,2022-07-17 06:15:00,Instagram,"['hopeful', 'seedsofoptimism']",14,28, UK ,2022,7,17,6,positive, embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow ,2022-07-17
282," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful,2018-08-22 17:20:00,Facebook,"['playful', 'carnivalescapade']",24,48, Australia ,2018,8,22,17,positive, a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere ,2018-08-22
283," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",inspired,2021-12-08 14:30:00,Twitter,"['inspired', 'cloudsofcreativity']",18,36, India ,2021,12,8,14,positive, floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams ,2021-12-08
284," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",contentment,2019-04-27 09:50:00,Instagram,"['contentment', 'tranquilwaters']",20,40, Canada ,2019,4,27,9,positive, navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance ,2019-04-27
285," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",empathetic,2023-09-03 21:40:00,Facebook,"['empathetic', 'lanternofcompassion']",16,32, USA ,2023,9,3,21,positive, with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care ,2023-09-03
286," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",free-spirited,2020-06-10 10:05:00,Twitter,"['freespirit', 'wingsofdreams']",22,44, UK ,2020,6,10,10,positive, a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities ,2020-06-10
287," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",grateful,2022-04-01 18:30:00,Instagram,"['grateful', 'goldenhues']",19,38, Australia ,2022,4,1,18,positive, bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart ,2022-04-01
288," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",confident,2021-01-15 13:00:00,Facebook,"['confident', 'danceoflife']",23,46, Canada ,2021,1,15,13,positive, confident strides in the dance of life a ballroom where selfassuredness leads twirling through challenges with grace ,2021-01-15
289," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",hopeful,2023-05-06 07:20:00,Twitter,"['hopeful', 'brightertomorrows']",15,30, India ,2023,5,6,7,positive, hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities ,2023-05-06
290," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",playful,2019-11-18 15:15:00,Instagram,"['playful', 'jugglingresponsibilities']",25,50, USA ,2019,11,18,15,positive, playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air ,2019-11-18
291," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",inspired,2020-08-29 20:45:00,Facebook,"['inspired', 'talestothestars']",14,28, UK ,2020,8,29,20,positive, whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination ,2020-08-29
292," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",hopeful,2022-10-30 11:40:00,Twitter,"['hopeful', 'sailorofdreams']",17,34, Australia ,2022,10,30,11,positive, charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored ,2022-10-30
293," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate,2021-07-01 12:10:00,Instagram,"['compassionate', 'tearsofempathy']",21,42, Canada ,2021,7,1,12,positive, a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections ,2021-07-01
294," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proud,2020-01-05 08:45:00,Twitter,"['proud', 'scalingpeaks']",23,46, USA ,2020,1,5,8,positive, proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success ,2020-01-05
295," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",hopeful,2022-07-17 06:15:00,Instagram,"['hopeful', 'seedsofoptimism']",14,28, India ,2022,7,17,6,positive, embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow ,2022-07-17
296," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful,2018-08-22 17:20:00,Facebook,"['playful', 'carnivalescapade']",24,48, Australia ,2018,8,22,17,positive, a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere ,2018-08-22
297," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",despair,2021-09-15 16:00:00,Instagram,"['despair', 'echoingsilence']",8,16, Canada ,2021,9,15,16,negative, drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness ,2021-09-15
298," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",bitterness,2019-03-08 14:20:00,Facebook,"['bitterness', 'resentmentweb']",12,24, UK ,2019,3,8,14,negative, bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace ,2019-03-08
299," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",loneliness,2017-07-20 11:45:00,Twitter,"['loneliness', 'miragesofconnection']",15,30, USA ,2017,7,20,11,negative, wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing ,2017-07-20
300," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",yearning,2020-11-02 19:30:00,Instagram,"['yearning', 'distantwarmth']",10,20, Australia ,2020,11,2,19,negative, yearning for a touch thats not there echoes of a distant warmth haunting the heart in the cold embrace of solitude ,2020-11-02
301," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",fearful,2022-05-12 02:00:00,Facebook,"['fearful', 'imaginedhorrors']",18,36, India ,2022,5,12,2,negative, eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors ,2022-05-12
302," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",apprehensive,2023-04-08 13:15:00,Twitter,"['apprehensive', 'balancingact']",14,28, UK ,2023,4,8,13,negative, apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion ,2023-04-08
303," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",overwhelmed,2021-06-25 17:50:00,Instagram,"['overwhelmed', 'bouldersofexhaustion']",22,44, Canada ,2021,6,25,17,negative, overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion ,2021-06-25
304," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",jealous,2019-08-30 10:10:00,Facebook,"['jealous', 'greeneyedmonster']",16,32, USA ,2019,8,30,10,negative, jealousy a greeneyed monster lurking in the shadows casting a dark cloud over the sunshine of others success ,2019-08-30
305," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",devastated,2022-08-03 15:30:00,Twitter,"['devastated', 'windsofbrokenpromises']",25,50, Australia ,2022,8,3,15,negative, devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises ,2022-08-03
306," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",frustrated,2020-12-17 09:20:00,Instagram,"['frustrated', 'unsolvablepuzzle']",12,24, India ,2020,12,17,9,negative, frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations ,2020-12-17
307," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",envious,2021-02-28 22:45:00,Facebook,"['envious', 'gildedprize']",20,40, USA ,2021,2,28,22,negative, envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach ,2021-02-28
308," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",dismissive,2018-05-10 14:00:00,Twitter,"['dismissive', 'impenetrablewalls']",14,28, UK ,2018,5,10,14,negative, dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition ,2018-05-10
309," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",frustrated,2022-01-07 11:10:00,Instagram,"['frustrated', 'mosaicofdisappointment']",15,30, Canada ,2022,1,7,11,negative, shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration ,2022-01-07
310," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness,2019-09-19 03:30:00,Facebook,"['loneliness', 'solitarynocturne']",18,36, Australia ,2019,9,19,3,negative, loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne ,2019-09-19
311," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",fearful,2023-07-14 23:00:00,Twitter,"['fearful', 'specteroftheunknown']",13,26, UK ,2023,7,14,23,negative, fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxietys tune ,2023-07-14
312," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness,2020-04-05 16:20:00,Instagram,"['bitterness', 'bitteraftertaste']",10,20, India ,2020,4,5,16,negative, bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time ,2020-04-05
313," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed,2021-11-29 08:45:00,Facebook,"['overwhelmed', 'drowningsoul']",20,40, USA ,2021,11,29,8,negative, overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat ,2021-11-29
314," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealous,2019-12-12 17:00:00,Twitter,"['jealous', 'heartofdiscontent']",16,32, Australia ,2019,12,12,17,negative, jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent ,2019-12-12
315," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated,2022-05-20 14:50:00,Instagram,"['devastated', 'shatteredtrust']",25,50, Canada ,2022,5,20,14,negative, devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake ,2022-05-20
316," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated,2020-09-03 12:15:00,Facebook,"['frustrated', 'slippingthreads']",14,28, UK ,2020,9,3,12,negative, frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand ,2020-09-03
317," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious,2021-02-10 19:30:00,Twitter,"['envious', 'bitterpill']",20,40, USA ,2021,2,10,19,negative, envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights ,2021-02-10
318," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,2018-08-18 14:40:00,Instagram,"['dismissive', 'indifferenceperformance']",12,24, Australia ,2018,8,18,14,negative, dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference ,2018-08-18
319," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",despair,2022-02-28 21:00:00,Facebook,"['despair', 'labyrinthofhopelessness']",8,16, Canada ,2022,2,28,21,negative, despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness ,2022-02-28
320," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness,2019-10-15 10:30:00,Twitter,"['bitterness', 'iciclesofresentment']",15,30, UK ,2019,10,15,10,negative, bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory ,2019-10-15
321," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",loneliness,2017-12-01 18:50:00,Instagram,"['loneliness', 'starlesssky']",18,36, USA ,2017,12,1,18,negative, loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces ,2017-12-01
322," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",yearning,2020-04-18 16:15:00,Facebook,"['yearning', 'huesofsunset']",10,20, Australia ,2020,4,18,16,negative, yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon ,2020-04-18
323," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful,2023-01-07 03:30:00,Twitter,"['fearful', 'lurkingmonsters']",18,36, India ,2023,1,7,3,negative, fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the minds darkest corners ,2023-01-07
324," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",apprehensive,2021-06-10 10:00:00,Instagram,"['apprehensive', 'stormofdoubt']",14,28, Canada ,2021,6,10,10,negative, apprehensive whispers in the wind a forecast of uncertainty the minds weather vane spinning wildly in the storm of doubt ,2021-06-10
325," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed,2020-02-22 15:20:00,Facebook,"['overwhelmed', 'minotaurofpressure']",22,44, USA ,2020,2,22,15,negative, overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience ,2020-02-22
